_id,Estado,CodMunicipio,MUNICIPIO
556,JALISCO,11,ATENGO
557,JALISCO,12,ATENGUILLO
558,JALISCO,13,ATOTONILCO EL ALTO
559,JALISCO,14,ATOYAC
560,JALISCO,15,AUTLÁN DE NAVARRO
561,JALISCO,16,AYOTLÁN
562,JALISCO,17,AYUTLA
563,JALISCO,18,LA BARCA
564,JALISCO,19,BOLAÑOS
565,JALISCO,20,CABO CORRIENTES
566,JALISCO,21,CASIMIRO CASTILLO
567,JALISCO,22,CIHUATLÁN
568,JALISCO,23,ZAPOTLÁN EL GRANDE
569,JALISCO,24,COCULA
570,JALISCO,25,COLOTLÁN
571,JALISCO,26,CONCEPCIÓN DE BUENOS AIRES
572,JALISCO,27,CUAUTITLÁN DE GARCÍA BARRAGÁN
573,JALISCO,28,CUAUTLA
574,JALISCO,29,CUQUÍO
575,JALISCO,30,CHAPALA
576,JALISCO,31,CHIMALTITÁN
577,JALISCO,32,CHIQUILISTLÁN
578,JALISCO,33,DEGOLLADO
579,JALISCO,34,EJUTLA
580,JALISCO,35,ENCARNACIÓN DE DÍAZ
581,JALISCO,36,ETZATLÁN
582,JALISCO,37,EL GRULLO
583,JALISCO,38,GUACHINANGO
584,JALISCO,39,GUADALAJARA
585,JALISCO,40,HOSTOTIPAQUILLO
586,JALISCO,41,HUEJÚCAR
587,JALISCO,42,HUEJUQUILLA EL ALTO
588,JALISCO,43,LA HUERTA
589,JALISCO,44,IXTLAHUACÁN DE LOS MEMBRILLOS
590,JALISCO,45,IXTLAHUACÁN DEL RÍO
591,JALISCO,46,JALOSTOTITLÁN
592,JALISCO,47,JAMAY
593,JALISCO,48,JESÚS MARÍA
594,JALISCO,49,JILOTLÁN DE LOS DOLORES
595,JALISCO,50,JOCOTEPEC
596,JALISCO,51,JUANACATLÁN
597,JALISCO,52,JUCHITLÁN
598,JALISCO,53,LAGOS DE MORENO
599,JALISCO,54,EL LIMÓN
600,JALISCO,55,MAGDALENA
601,JALISCO,56,SANTA MARÍA DEL ORO
602,JALISCO,57,LA MANZANILLA DE LA PAZ
603,JALISCO,58,MASCOTA
604,JALISCO,59,MAZAMITLA
605,JALISCO,60,MEXTICACÁN
606,JALISCO,61,MEZQUITIC
607,JALISCO,62,MIXTLÁN
608,JALISCO,63,OCOTLÁN
609,JALISCO,64,OJUELOS DE JALISCO
610,JALISCO,65,PIHUAMO
611,JALISCO,66,PONCITLÁN
612,JALISCO,67,PUERTO VALLARTA
613,JALISCO,68,VILLA PURIFICACIÓN
614,JALISCO,69,QUITUPAN
615,JALISCO,70,EL SALTO
616,JALISCO,71,SAN CRISTÓBAL DE LA BARRANCA
617,JALISCO,72,SAN DIEGO DE ALEJANDRÍA
618,JALISCO,73,SAN JUAN DE LOS LAGOS
619,JALISCO,74,SAN JULIÁN
620,JALISCO,75,SAN MARCOS
621,JALISCO,76,SAN MARTÍN DE BOLAÑOS
622,JALISCO,77,SAN MARTÍN HIDALGO
623,JALISCO,78,SAN MIGUEL EL ALTO
624,JALISCO,79,GÓMEZ FARÍAS
625,JALISCO,80,SAN SEBASTIÁN DEL OESTE
626,JALISCO,81,SANTA MARÍA DE LOS ÁNGELES
627,JALISCO,82,SAYULA
628,JALISCO,83,TALA
629,JALISCO,84,TALPA DE ALLENDE
630,JALISCO,85,TAMAZULA DE GORDIANO
631,JALISCO,86,TAPALPA
632,JALISCO,87,TECALITLÁN
633,JALISCO,88,TECOLOTLÁN
634,JALISCO,89,TECHALUTA DE MONTENEGRO
635,JALISCO,90,TENAMAXTLÁN
636,JALISCO,91,TEOCALTICHE
637,JALISCO,92,TEOCUITATLÁN DE CORONA
638,JALISCO,93,TEPATITLÁN DE MORELOS
639,JALISCO,94,TEQUILA
640,JALISCO,95,TEUCHITLÁN
641,JALISCO,96,TIZAPÁN EL ALTO
642,JALISCO,97,TLAJOMULCO DE ZÚÑIGA
643,JALISCO,98,SAN PEDRO TLAQUEPAQUE
644,JALISCO,99,TOLIMÁN
645,JALISCO,100,TOMATLÁN
646,JALISCO,101,TONALÁ
647,JALISCO,102,TONAYA
648,JALISCO,103,TONILA
649,JALISCO,104,TOTATICHE
650,JALISCO,105,TOTOTLÁN
651,JALISCO,106,TUXCACUESCO
652,JALISCO,107,TUXCUECA
653,JALISCO,108,TUXPAN
654,JALISCO,109,UNIÓN DE SAN ANTONIO
655,JALISCO,110,UNIÓN DE TULA
656,JALISCO,111,VALLE DE GUADALUPE
657,JALISCO,112,VALLE DE JUÁREZ
658,JALISCO,113,SAN GABRIEL
659,JALISCO,114,VILLA CORONA
660,JALISCO,115,VILLA GUERRERO
661,JALISCO,116,VILLA HIDALGO
662,JALISCO,117,CAÑADAS DE OBREGÓN
663,JALISCO,118,YAHUALICA DE GONZÁLEZ GALLO
664,JALISCO,119,ZACOALCO DE TORRES
665,JALISCO,120,ZAPOPAN
666,JALISCO,121,ZAPOTILTIC
667,JALISCO,122,ZAPOTITLÁN DE VADILLO
668,JALISCO,123,ZAPOTLÁN DEL REY
669,JALISCO,124,ZAPOTLANEJO
670,JALISCO,125,SAN IGNACIO CERRO GORDO
671,MÉXICO,1,ACAMBAY DE RUÍZ CASTAÑEDA
672,MÉXICO,2,ACOLMAN
673,MÉXICO,3,ACULCO
674,MÉXICO,4,ALMOLOYA DE ALQUISIRAS
675,MÉXICO,5,ALMOLOYA DE JUÁREZ
676,MÉXICO,6,ALMOLOYA DEL RÍO
677,MÉXICO,7,AMANALCO
678,MÉXICO,8,AMATEPEC
679,MÉXICO,9,AMECAMECA
680,MÉXICO,10,APAXCO
681,MÉXICO,11,ATENCO
682,MÉXICO,12,ATIZAPÁN
683,MÉXICO,13,ATIZAPÁN DE ZARAGOZA
684,MÉXICO,14,ATLACOMULCO
685,MÉXICO,15,ATLAUTLA
686,MÉXICO,16,AXAPUSCO
687,MÉXICO,17,AYAPANGO
688,MÉXICO,18,CALIMAYA
689,MÉXICO,19,CAPULHUAC
690,MÉXICO,20,COACALCO DE BERRIOZÁBAL
691,MÉXICO,21,COATEPEC HARINAS
692,MÉXICO,22,COCOTITLÁN
693,MÉXICO,23,COYOTEPEC
694,MÉXICO,24,CUAUTITLÁN
695,MÉXICO,25,CHALCO
696,MÉXICO,26,CHAPA DE MOTA
697,MÉXICO,27,CHAPULTEPEC
698,MÉXICO,28,CHIAUTLA
699,MÉXICO,29,CHICOLOAPAN
700,MÉXICO,30,CHICONCUAC
701,MÉXICO,31,CHIMALHUACÁN
702,MÉXICO,32,DONATO GUERRA
703,MÉXICO,33,ECATEPEC DE MORELOS
704,MÉXICO,34,ECATZINGO
705,MÉXICO,35,HUEHUETOCA
706,MÉXICO,36,HUEYPOXTLA
707,MÉXICO,37,HUIXQUILUCAN
708,MÉXICO,38,ISIDRO FABELA
709,MÉXICO,39,IXTAPALUCA
710,MÉXICO,40,IXTAPAN DE LA SAL
711,MÉXICO,41,IXTAPAN DEL ORO
712,MÉXICO,42,IXTLAHUACA
713,MÉXICO,43,XALATLACO
714,MÉXICO,44,JALTENCO
715,MÉXICO,45,JILOTEPEC
716,MÉXICO,46,JILOTZINGO
717,MÉXICO,47,JIQUIPILCO
718,MÉXICO,48,JOCOTITLÁN
719,MÉXICO,49,JOQUICINGO
720,MÉXICO,50,JUCHITEPEC
721,MÉXICO,51,LERMA
722,MÉXICO,52,MALINALCO
723,MÉXICO,53,MELCHOR OCAMPO
724,MÉXICO,54,METEPEC
725,MÉXICO,55,MEXICALTZINGO
726,MÉXICO,56,MORELOS
727,MÉXICO,57,NAUCALPAN DE JUÁREZ
728,MÉXICO,58,NEZAHUALCÓYOTL
729,MÉXICO,59,NEXTLALPAN
730,MÉXICO,60,NICOLÁS ROMERO
731,MÉXICO,61,NOPALTEPEC
732,MÉXICO,62,OCOYOACAC
733,MÉXICO,63,OCUILAN
734,MÉXICO,64,EL ORO
735,MÉXICO,65,OTUMBA
736,MÉXICO,66,OTZOLOAPAN
737,MÉXICO,67,OTZOLOTEPEC
738,MÉXICO,68,OZUMBA
739,MÉXICO,69,PAPALOTLA
740,MÉXICO,70,LA PAZ
741,MÉXICO,71,POLOTITLÁN
742,MÉXICO,72,RAYÓN
743,MÉXICO,73,SAN ANTONIO LA ISLA
744,MÉXICO,74,SAN FELIPE DEL PROGRESO
745,MÉXICO,75,SAN MARTÍN DE LAS PIRÁMIDES
746,MÉXICO,76,SAN MATEO ATENCO
747,MÉXICO,77,SAN SIMÓN DE GUERRERO
748,MÉXICO,78,SANTO TOMÁS
749,MÉXICO,79,SOYANIQUILPAN DE JUÁREZ
750,MÉXICO,80,SULTEPEC
751,MÉXICO,81,TECÁMAC
752,MÉXICO,82,TEJUPILCO
753,MÉXICO,83,TEMAMATLA
754,MÉXICO,84,TEMASCALAPA
755,MÉXICO,85,TEMASCALCINGO
756,MÉXICO,86,TEMASCALTEPEC
757,MÉXICO,87,TEMOAYA
758,MÉXICO,88,TENANCINGO
759,MÉXICO,89,TENANGO DEL AIRE
760,MÉXICO,90,TENANGO DEL VALLE
761,MÉXICO,91,TEOLOYUCAN
762,MÉXICO,92,TEOTIHUACÁN
763,MÉXICO,93,TEPETLAOXTOC
764,MÉXICO,94,TEPETLIXPA
765,MÉXICO,95,TEPOTZOTLÁN
766,MÉXICO,96,TEQUIXQUIAC
767,MÉXICO,97,TEXCALTITLÁN
768,MÉXICO,98,TEXCALYACAC
769,MÉXICO,99,TEXCOCO
770,MÉXICO,100,TEZOYUCA
771,MÉXICO,101,TIANGUISTENCO
772,MÉXICO,102,TIMILPAN
773,MÉXICO,103,TLALMANALCO
774,MÉXICO,104,TLALNEPANTLA DE BAZ
775,MÉXICO,105,TLATLAYA
776,MÉXICO,106,TOLUCA
777,MÉXICO,107,TONATICO
778,MÉXICO,108,TULTEPEC
779,MÉXICO,109,TULTITLÁN
780,MÉXICO,110,VALLE DE BRAVO
781,MÉXICO,111,VILLA DE ALLENDE
782,MÉXICO,112,VILLA DEL CARBÓN
783,MÉXICO,113,VILLA GUERRERO
784,MÉXICO,114,VILLA VICTORIA
785,MÉXICO,115,XONACATLÁN
786,MÉXICO,116,ZACAZONAPAN
787,MÉXICO,117,ZACUALPAN
788,MÉXICO,118,ZINACANTEPEC
789,MÉXICO,119,ZUMPAHUACÁN
790,MÉXICO,120,ZUMPANGO
791,MÉXICO,121,CUAUTITLÁN IZCALLI
792,MÉXICO,122,VALLE DE CHALCO SOLIDARIDAD
793,MÉXICO,123,LUVIANOS
794,MÉXICO,124,SAN JOSÉ DEL RINCÓN
795,MÉXICO,125,TONANITLA
796,MICHOACÁN DE OCAMPO,1,ACUITZIO
797,MICHOACÁN DE OCAMPO,2,AGUILILLA
798,MICHOACÁN DE OCAMPO,3,ÁLVARO OBREGÓN
799,MICHOACÁN DE OCAMPO,4,ANGAMACUTIRO
800,MICHOACÁN DE OCAMPO,5,ANGANGUEO
801,MICHOACÁN DE OCAMPO,6,APATZINGÁN
802,MICHOACÁN DE OCAMPO,7,APORO
803,MICHOACÁN DE OCAMPO,8,AQUILA
804,MICHOACÁN DE OCAMPO,9,ARIO
805,MICHOACÁN DE OCAMPO,10,ARTEAGA
806,MICHOACÁN DE OCAMPO,11,BRISEÑAS
807,MICHOACÁN DE OCAMPO,12,BUENAVISTA
808,MICHOACÁN DE OCAMPO,13,CARÁCUARO
809,MICHOACÁN DE OCAMPO,14,COAHUAYANA
810,MICHOACÁN DE OCAMPO,15,COALCOMÁN DE VÁZQUEZ PALLARES
811,MICHOACÁN DE OCAMPO,16,COENEO
812,MICHOACÁN DE OCAMPO,17,CONTEPEC
813,MICHOACÁN DE OCAMPO,18,COPÁNDARO
814,MICHOACÁN DE OCAMPO,19,COTIJA
815,MICHOACÁN DE OCAMPO,20,CUITZEO
816,MICHOACÁN DE OCAMPO,21,CHARAPAN
817,MICHOACÁN DE OCAMPO,22,CHARO
818,MICHOACÁN DE OCAMPO,23,CHAVINDA
819,MICHOACÁN DE OCAMPO,24,CHERÁN
820,MICHOACÁN DE OCAMPO,25,CHILCHOTA
821,MICHOACÁN DE OCAMPO,26,CHINICUILA
822,MICHOACÁN DE OCAMPO,27,CHUCÁNDIRO
823,MICHOACÁN DE OCAMPO,28,CHURINTZIO
824,MICHOACÁN DE OCAMPO,29,CHURUMUCO
825,MICHOACÁN DE OCAMPO,30,ECUANDUREO
826,MICHOACÁN DE OCAMPO,31,EPITACIO HUERTA
827,MICHOACÁN DE OCAMPO,32,ERONGARÍCUARO
828,MICHOACÁN DE OCAMPO,33,GABRIEL ZAMORA
829,MICHOACÁN DE OCAMPO,34,HIDALGO
830,MICHOACÁN DE OCAMPO,35,LA HUACANA
831,MICHOACÁN DE OCAMPO,36,HUANDACAREO
832,MICHOACÁN DE OCAMPO,37,HUANIQUEO
833,MICHOACÁN DE OCAMPO,38,HUETAMO
834,MICHOACÁN DE OCAMPO,39,HUIRAMBA
835,MICHOACÁN DE OCAMPO,40,INDAPARAPEO
836,MICHOACÁN DE OCAMPO,41,IRIMBO
837,MICHOACÁN DE OCAMPO,42,IXTLÁN
838,MICHOACÁN DE OCAMPO,43,JACONA
839,MICHOACÁN DE OCAMPO,44,JIMÉNEZ
840,MICHOACÁN DE OCAMPO,45,JIQUILPAN
841,MICHOACÁN DE OCAMPO,46,JUÁREZ
842,MICHOACÁN DE OCAMPO,47,JUNGAPEO
843,MICHOACÁN DE OCAMPO,48,LAGUNILLAS
844,MICHOACÁN DE OCAMPO,49,MADERO
845,MICHOACÁN DE OCAMPO,50,MARAVATÍO
846,MICHOACÁN DE OCAMPO,51,MARCOS CASTELLANOS
847,MICHOACÁN DE OCAMPO,52,LÁZARO CÁRDENAS
848,MICHOACÁN DE OCAMPO,53,MORELIA
849,MICHOACÁN DE OCAMPO,54,MORELOS
850,MICHOACÁN DE OCAMPO,55,MÚGICA
851,MICHOACÁN DE OCAMPO,56,NAHUATZEN
852,MICHOACÁN DE OCAMPO,57,NOCUPÉTARO
853,MICHOACÁN DE OCAMPO,58,NUEVO PARANGARICUTIRO
854,MICHOACÁN DE OCAMPO,59,NUEVO URECHO
855,MICHOACÁN DE OCAMPO,60,NUMARÁN
856,MICHOACÁN DE OCAMPO,61,OCAMPO
857,MICHOACÁN DE OCAMPO,62,PAJACUARÁN
858,MICHOACÁN DE OCAMPO,63,PANINDÍCUARO
859,MICHOACÁN DE OCAMPO,64,PARÁCUARO
860,MICHOACÁN DE OCAMPO,65,PARACHO
861,MICHOACÁN DE OCAMPO,66,PÁTZCUARO
862,MICHOACÁN DE OCAMPO,67,PENJAMILLO
863,MICHOACÁN DE OCAMPO,68,PERIBÁN
864,MICHOACÁN DE OCAMPO,69,LA PIEDAD
865,MICHOACÁN DE OCAMPO,70,PURÉPERO
866,MICHOACÁN DE OCAMPO,71,PURUÁNDIRO
867,MICHOACÁN DE OCAMPO,72,QUERÉNDARO
868,MICHOACÁN DE OCAMPO,73,QUIROGA
869,MICHOACÁN DE OCAMPO,74,COJUMATLÁN DE RÉGULES
870,MICHOACÁN DE OCAMPO,75,LOS REYES
871,MICHOACÁN DE OCAMPO,76,SAHUAYO
872,MICHOACÁN DE OCAMPO,77,SAN LUCAS
873,MICHOACÁN DE OCAMPO,78,SANTA ANA MAYA
874,MICHOACÁN DE OCAMPO,79,SALVADOR ESCALANTE
875,MICHOACÁN DE OCAMPO,80,SENGUIO
876,MICHOACÁN DE OCAMPO,81,SUSUPUATO
877,MICHOACÁN DE OCAMPO,82,TACÁMBARO
878,MICHOACÁN DE OCAMPO,83,TANCÍTARO
879,MICHOACÁN DE OCAMPO,84,TANGAMANDAPIO
880,MICHOACÁN DE OCAMPO,85,TANGANCÍCUARO
881,MICHOACÁN DE OCAMPO,86,TANHUATO
882,MICHOACÁN DE OCAMPO,87,TARETAN
883,MICHOACÁN DE OCAMPO,88,TARÍMBARO
884,MICHOACÁN DE OCAMPO,89,TEPALCATEPEC
885,MICHOACÁN DE OCAMPO,90,TINGAMBATO
886,MICHOACÁN DE OCAMPO,91,TINGÜINDÍN
887,MICHOACÁN DE OCAMPO,92,TIQUICHEO DE NICOLÁS ROMERO
888,MICHOACÁN DE OCAMPO,93,TLALPUJAHUA
889,MICHOACÁN DE OCAMPO,94,TLAZAZALCA
890,MICHOACÁN DE OCAMPO,95,TOCUMBO
891,MICHOACÁN DE OCAMPO,96,TUMBISCATÍO
892,MICHOACÁN DE OCAMPO,97,TURICATO
893,MICHOACÁN DE OCAMPO,98,TUXPAN
894,MICHOACÁN DE OCAMPO,99,TUZANTLA
895,MICHOACÁN DE OCAMPO,100,TZINTZUNTZAN
896,MICHOACÁN DE OCAMPO,101,TZITZIO
897,MICHOACÁN DE OCAMPO,102,URUAPAN
898,MICHOACÁN DE OCAMPO,103,VENUSTIANO CARRANZA
899,MICHOACÁN DE OCAMPO,104,VILLAMAR
900,MICHOACÁN DE OCAMPO,105,VISTA HERMOSA
901,MICHOACÁN DE OCAMPO,106,YURÉCUARO
902,MICHOACÁN DE OCAMPO,107,ZACAPU
903,MICHOACÁN DE OCAMPO,108,ZAMORA
904,MICHOACÁN DE OCAMPO,109,ZINÁPARO
905,MICHOACÁN DE OCAMPO,110,ZINAPÉCUARO
906,MICHOACÁN DE OCAMPO,111,ZIRACUARETIRO
907,MICHOACÁN DE OCAMPO,112,ZITÁCUARO
908,MICHOACÁN DE OCAMPO,113,JOSÉ SIXTO VERDUZCO
909,MORELOS,1,AMACUZAC
910,MORELOS,2,ATLATLAHUCAN
911,MORELOS,3,AXOCHIAPAN
912,MORELOS,4,AYALA
913,MORELOS,5,COATLÁN DEL RÍO
914,MORELOS,6,CUAUTLA
915,MORELOS,7,CUERNAVACA
916,MORELOS,8,EMILIANO ZAPATA
917,MORELOS,9,HUITZILAC
918,MORELOS,10,JANTETELCO
919,MORELOS,11,JIUTEPEC
920,MORELOS,12,JOJUTLA
921,MORELOS,13,JONACATEPEC DE LEANDRO VALLE
922,MORELOS,14,MAZATEPEC
923,MORELOS,15,MIACATLÁN
924,MORELOS,16,OCUITUCO
925,MORELOS,17,PUENTE DE IXTLA
926,MORELOS,18,TEMIXCO
927,MORELOS,19,TEPALCINGO
928,MORELOS,20,TEPOZTLÁN
929,MORELOS,21,TETECALA
930,MORELOS,22,TETELA DEL VOLCÁN
931,MORELOS,23,TLALNEPANTLA
932,MORELOS,24,TLALTIZAPÁN DE ZAPATA
933,MORELOS,25,TLAQUILTENANGO
934,MORELOS,26,TLAYACAPAN
935,MORELOS,27,TOTOLAPAN
936,MORELOS,28,XOCHITEPEC
937,MORELOS,29,YAUTEPEC
938,MORELOS,30,YECAPIXTLA
939,MORELOS,31,ZACATEPEC
940,MORELOS,32,ZACUALPAN DE AMILPAS
941,MORELOS,33,TEMOAC
942,MORELOS,34,COATETELCO
943,MORELOS,35,XOXOCOTLA
944,MORELOS,36,HUEYAPAN
945,NAYARIT,1,ACAPONETA
946,NAYARIT,2,AHUACATLÁN
947,NAYARIT,3,AMATLÁN DE CAÑAS
948,NAYARIT,4,COMPOSTELA
949,NAYARIT,5,HUAJICORI
950,NAYARIT,6,IXTLÁN DEL RÍO
951,NAYARIT,7,JALA
952,NAYARIT,8,XALISCO
953,NAYARIT,9,DEL NAYAR
954,NAYARIT,10,ROSAMORADA
955,NAYARIT,11,RUÍZ
956,NAYARIT,12,SAN BLAS
957,NAYARIT,13,SAN PEDRO LAGUNILLAS
958,NAYARIT,14,SANTA MARÍA DEL ORO
959,NAYARIT,15,SANTIAGO IXCUINTLA
960,NAYARIT,16,TECUALA
961,NAYARIT,17,TEPIC
962,NAYARIT,18,TUXPAN
963,NAYARIT,19,LA YESCA
964,NAYARIT,20,BAHÍA DE BANDERAS
965,NUEVO LEÓN,1,ABASOLO
966,NUEVO LEÓN,2,AGUALEGUAS
967,NUEVO LEÓN,3,LOS ALDAMAS
968,NUEVO LEÓN,4,ALLENDE
969,NUEVO LEÓN,5,ANÁHUAC
970,NUEVO LEÓN,6,APODACA
971,NUEVO LEÓN,7,ARAMBERRI
972,NUEVO LEÓN,8,BUSTAMANTE
973,NUEVO LEÓN,9,CADEREYTA JIMÉNEZ
974,NUEVO LEÓN,10,EL CARMEN
975,NUEVO LEÓN,11,CERRALVO
976,NUEVO LEÓN,12,CIÉNEGA DE FLORES
977,NUEVO LEÓN,13,CHINA
978,NUEVO LEÓN,14,DOCTOR ARROYO
979,NUEVO LEÓN,15,DOCTOR COSS
980,NUEVO LEÓN,16,DOCTOR GONZÁLEZ
981,NUEVO LEÓN,17,GALEANA
982,NUEVO LEÓN,18,GARCÍA
983,NUEVO LEÓN,19,SAN PEDRO GARZA GARCÍA
984,NUEVO LEÓN,20,GENERAL BRAVO
985,NUEVO LEÓN,21,GENERAL ESCOBEDO
986,NUEVO LEÓN,22,GENERAL TERÁN
987,NUEVO LEÓN,23,GENERAL TREVIÑO
988,NUEVO LEÓN,24,GENERAL ZARAGOZA
989,NUEVO LEÓN,25,GENERAL ZUAZUA
990,NUEVO LEÓN,26,GUADALUPE
991,NUEVO LEÓN,27,LOS HERRERAS
992,NUEVO LEÓN,28,HIGUERAS
993,NUEVO LEÓN,29,HUALAHUISES
994,NUEVO LEÓN,30,ITURBIDE
995,NUEVO LEÓN,31,JUÁREZ
996,NUEVO LEÓN,32,LAMPAZOS DE NARANJO
997,NUEVO LEÓN,33,LINARES
998,NUEVO LEÓN,34,MARÍN
999,NUEVO LEÓN,35,MELCHOR OCAMPO
1000,NUEVO LEÓN,36,MIER Y NORIEGA
1001,NUEVO LEÓN,37,MINA
1002,NUEVO LEÓN,38,MONTEMORELOS
1003,NUEVO LEÓN,39,MONTERREY
1004,NUEVO LEÓN,40,PARÁS
1005,NUEVO LEÓN,41,PESQUERÍA
1006,NUEVO LEÓN,42,LOS RAMONES
1007,NUEVO LEÓN,43,RAYONES
1008,NUEVO LEÓN,44,SABINAS HIDALGO
1009,NUEVO LEÓN,45,SALINAS VICTORIA
1010,NUEVO LEÓN,46,SAN NICOLÁS DE LOS GARZA
1011,NUEVO LEÓN,47,HIDALGO
1012,NUEVO LEÓN,48,SANTA CATARINA
1013,NUEVO LEÓN,49,SANTIAGO
1014,NUEVO LEÓN,50,VALLECILLO
1015,NUEVO LEÓN,51,VILLALDAMA
1016,OAXACA,1,ABEJONES
1017,OAXACA,2,ACATLÁN DE PÉREZ FIGUEROA
1018,OAXACA,3,ASUNCIÓN CACALOTEPEC
1019,OAXACA,4,ASUNCIÓN CUYOTEPEJI
1020,OAXACA,5,ASUNCIÓN IXTALTEPEC
1021,OAXACA,6,ASUNCIÓN NOCHIXTLÁN
1022,OAXACA,7,ASUNCIÓN OCOTLÁN
1023,OAXACA,8,ASUNCIÓN TLACOLULITA
1024,OAXACA,9,AYOTZINTEPEC
1025,OAXACA,10,EL BARRIO DE LA SOLEDAD
1026,OAXACA,11,CALIHUALÁ
1027,OAXACA,12,CANDELARIA LOXICHA
1028,OAXACA,13,CIÉNEGA DE ZIMATLÁN
1029,OAXACA,14,CIUDAD IXTEPEC
1030,OAXACA,15,COATECAS ALTAS
1031,OAXACA,16,COICOYÁN DE LAS FLORES
1032,OAXACA,17,LA COMPAÑÍA
1033,OAXACA,18,CONCEPCIÓN BUENAVISTA
1034,OAXACA,19,CONCEPCIÓN PÁPALO
1035,OAXACA,20,CONSTANCIA DEL ROSARIO
1036,OAXACA,21,COSOLAPA
1037,OAXACA,22,COSOLTEPEC
1038,OAXACA,23,CUILÁPAM DE GUERRERO
1039,OAXACA,24,CUYAMECALCO VILLA DE ZARAGOZA
1040,OAXACA,25,CHAHUITES
1041,OAXACA,26,CHALCATONGO DE HIDALGO
1042,OAXACA,27,CHIQUIHUITLÁN DE BENITO JUÁREZ
1043,OAXACA,28,HEROICA CIUDAD DE EJUTLA DE CRESPO
1044,OAXACA,29,ELOXOCHITLÁN DE FLORES MAGÓN
1045,OAXACA,30,EL ESPINAL
1046,OAXACA,31,TAMAZULÁPAM DEL ESPÍRITU SANTO
1047,OAXACA,32,FRESNILLO DE TRUJANO
1048,OAXACA,33,GUADALUPE ETLA
1049,OAXACA,34,GUADALUPE DE RAMÍREZ
1050,OAXACA,35,GUELATAO DE JUÁREZ
1051,OAXACA,36,GUEVEA DE HUMBOLDT
1052,OAXACA,37,MESONES HIDALGO
1053,OAXACA,38,VILLA HIDALGO YALÁLAG
1054,OAXACA,39,HEROICA CIUDAD DE HUAJUAPAN DE LEÓN
1055,OAXACA,40,HUAUTEPEC
1056,OAXACA,41,HUAUTLA DE JIMÉNEZ
1057,OAXACA,42,IXTLÁN DE JUÁREZ
1058,OAXACA,43,HEROICA CIUDAD DE JUCHITÁN DE ZARAGOZA
1059,OAXACA,44,LOMA BONITA
1060,OAXACA,45,MAGDALENA APASCO
1061,OAXACA,46,MAGDALENA JALTEPEC
1062,OAXACA,47,SANTA MAGDALENA JICOTLÁN
1063,OAXACA,48,MAGDALENA MIXTEPEC
1064,OAXACA,49,MAGDALENA OCOTLÁN
1065,OAXACA,50,MAGDALENA PEÑASCO
1066,OAXACA,51,MAGDALENA TEITIPAC
1067,OAXACA,52,MAGDALENA TEQUISISTLÁN
1068,OAXACA,53,MAGDALENA TLACOTEPEC
1069,OAXACA,54,MAGDALENA ZAHUATLÁN
1070,OAXACA,55,MARISCALA DE JUÁREZ
1071,OAXACA,56,MÁRTIRES DE TACUBAYA
1072,OAXACA,57,MATÍAS ROMERO AVENDAÑO
1073,OAXACA,58,MAZATLÁN VILLA DE FLORES
1074,OAXACA,59,MIAHUATLÁN DE PORFIRIO DÍAZ
1075,OAXACA,60,MIXISTLÁN DE LA REFORMA
1076,OAXACA,61,MONJAS
1077,OAXACA,62,NATIVIDAD
1078,OAXACA,63,NAZARENO ETLA
1079,OAXACA,64,NEJAPA DE MADERO
1080,OAXACA,65,IXPANTEPEC NIEVES
1081,OAXACA,66,SANTIAGO NILTEPEC
1082,OAXACA,67,OAXACA DE JUÁREZ
1083,OAXACA,68,OCOTLÁN DE MORELOS
1084,OAXACA,69,LA PE
1085,OAXACA,70,PINOTEPA DE DON LUIS
1086,OAXACA,71,PLUMA HIDALGO
1087,OAXACA,72,SAN JOSÉ DEL PROGRESO
1088,OAXACA,73,PUTLA VILLA DE GUERRERO
